result_id,series,agent,model,effort,effort_order,developer,coding_agent_score,data_scope,api_cost_per_task_usd,route_provider,host_model_slug,policy_rule_order,decision,confidence,plan_source_url,quota_source_url,reason,effective_cost_per_task_usd,access_mode,plan_name,plan_price_usd_per_month,quota_period,api_value_ratio,access_provider
36e1c92b5e4e6c2cd1cd9f927cfbe8bd,Codex · GPT-5.6 Terra,Codex,GPT-5.6 Terra,xhigh,90,OpenAI,57.07356657256744,complete,1.8951321370716503,openai,openai_nova-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.027073316244,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
dcf761a88f0352d89d465842058eae7f,Codex · GPT-5.6 Terra,Codex,GPT-5.6 Terra,non-reasoning,0,OpenAI,23.702812555224767,complete,0.3699857113187957,openai,openai_nova-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.005285510162,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
e91dcbef0e79f85fe720f445e2c0d62b,Codex · GPT-5.6 Terra,Codex,GPT-5.6 Terra,medium,50,OpenAI,47.797654920121374,complete,0.9012260285565961,openai,openai_nova-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.012874657551,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
bf63573db2966abb8e5df6aeb89d4a7a,Codex · GPT-5.6 Terra,Codex,GPT-5.6 Terra,max,100,OpenAI,62.28044140547706,complete,2.757234841121493,openai,openai_nova-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.039389069159,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
79052b21ab96ed4426e9377815883ab3,Codex · GPT-5.6 Terra,Codex,GPT-5.6 Terra,low,30,OpenAI,36.72755174325257,complete,0.4843241962616821,openai,openai_nova-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.006918917089,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
9eefaf7d0286faacafa2ce3ac31554b5,Codex · GPT-5.6 Terra,Codex,GPT-5.6 Terra,high,70,OpenAI,55.79267279595571,complete,1.5897404480789192,openai,openai_nova-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.02271057783,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
c2e237678933a2d30d1b1dd67ee5fcf0,Codex · GPT-5.6 Sol,Codex,GPT-5.6 Sol,xhigh,90,OpenAI,65.09235470126134,complete,5.235289045690547,openai,openai_kindle-alpha-api,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.07478984351,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
ca0febbf860836b7c57f19c09c1d7a71,Codex · GPT-5.6 Sol,Codex,GPT-5.6 Sol,non-reasoning,0,OpenAI,43.41743358300597,complete,1.3982889177050875,openai,openai_kindle-alpha-api,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.019975555967,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
4d38b83159b6641b65f68fe0c6fd31ab,Codex · GPT-5.6 Sol,Codex,GPT-5.6 Sol,medium,50,OpenAI,60.6144468762225,complete,2.9913424496365533,openai,openai_kindle-alpha-api,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.042733463566,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
2af2980f73a1fe4233cf3caab394573c,Codex · GPT-5.6 Sol,Codex,GPT-5.6 Sol,low,30,OpenAI,53.605601849963804,complete,1.7175155051921107,openai,openai_kindle-alpha-api,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.024535935788,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
c8b8aff9f05b372655e2c62efe4b27d0,Codex · GPT-5.6 Sol,Codex,GPT-5.6 Sol,high,70,OpenAI,64.10963694006797,complete,4.144239101765319,openai,openai_kindle-alpha-api,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.05920341574,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
7cf3f9a8ffd09d3ac7c6986bd9530811,Codex · GPT-5.5,Codex,GPT-5.5,xhigh,90,OpenAI,61.485091388031734,complete,5.069575952232609,openai,openai_gpt-5-5,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.072422513603,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
40743f41c6416cb5bd1ca0b58b901a62,Claude Code · Qwen3.7 Plus,Claude Code,Qwen3.7 Plus,thinking,60,Alibaba Cloud,35.9697734519316,complete,6.226261819189548,alibaba_cloud,alibaba_cloud_qwen3-7-plus,100,include_api_no_applicable_subscription,high,https://artificialanalysis.ai/agents/coding-agents,https://artificialanalysis.ai/methodology/coding-agents-benchmarking,"No applicable subscription exists for the evaluated agent/model access path, so retain the observed pay-per-token API task cost.",6.22626181919,api_no_applicable_subscription,API,,,1,alibaba_cloud
33a4c799b2d8700c6f1b59efaa222db0,Codex · GPT-5.5,Codex,GPT-5.5,medium,50,OpenAI,54.35866007518876,complete,2.7545190841121476,openai,openai_gpt-5-5,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.03935027263,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
abf2a954484a4209b9767b0ba9e58f90,Codex · GPT-5.4,Codex,GPT-5.4,medium,50,OpenAI,39.05103259941966,complete,2.4151032730654785,openai,openai_gpt-5-4,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.03450147533,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
6fbb3572412c46b0746c08d31f3a3a76,Claude Code · Kimi K2.6,Claude Code,Kimi K2.6,default,20,Moonshot AI,32.6185265237506,complete,1.188952092336449,moonshotai,moonshot_kimi-k2-6,100,include_api_no_applicable_subscription,high,https://artificialanalysis.ai/agents/coding-agents,https://artificialanalysis.ai/methodology/coding-agents-benchmarking,"No applicable subscription exists for the evaluated agent/model access path, so retain the observed pay-per-token API task cost.",1.188952092336,api_no_applicable_subscription,API,,,1,moonshotai
e3ee270a3cfa80316efab902375f8f59,Claude Code · GLM-5.1,Claude Code,GLM-5.1,default,20,Z.ai,36.13153955717473,complete,4.331216886438215,friendliai,friendliai_glm-5-1,100,include_api_no_applicable_subscription,high,https://artificialanalysis.ai/agents/coding-agents,https://artificialanalysis.ai/methodology/coding-agents-benchmarking,"No applicable subscription exists for the evaluated agent/model access path, so retain the observed pay-per-token API task cost.",4.331216886438,api_no_applicable_subscription,API,,,1,friendliai
4b7c9a05dd7b156199e1b13db78c4b9a,Claude Code · Sonnet 4.6,Claude Code,Sonnet 4.6,medium,50,Anthropic,37.60597492398807,complete,2.0058686946521296,anthropic,anthropic_claude-sonnet-4-6,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.075220076049,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
726931dbd50f5543365b6a678dd274a7,Claude Code · Opus 4.8,Claude Code,Opus 4.8,high,70,Anthropic,56.69800035343854,complete,3.716595523883698,anthropic,anthropic_claude-opus-4-8_api-key,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.139372332146,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
227c709b3252786e581dae0bd6f139c4,Claude Code · Opus 4.8,Claude Code,Opus 4.8,xhigh,90,Anthropic,58.47285848713197,complete,5.66619238421601,anthropic,anthropic_claude-opus-4-8,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.212482214408,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
874d362afe7f826f1f6c4737124f82e3,Claude Code · Opus 4.8,Claude Code,Opus 4.8,medium,50,Anthropic,53.56028921544193,complete,3.263124304517135,anthropic,anthropic_claude-opus-4-8,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.122367161419,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
d68a924ec12a4f20f77e1c039573fae4,Claude Code · Opus 4.8,Claude Code,Opus 4.8,max,100,Anthropic,60.540889366181936,complete,7.697531218302191,anthropic,anthropic_claude-opus-4-8,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.288657420686,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
813aef499032948e0484e8b53a5af908,Claude Code · Opus 4.8,Claude Code,Opus 4.8,low,30,Anthropic,47.41487643999776,complete,2.150992245846311,anthropic,anthropic_claude-opus-4-8,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.080662209219,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
80b0e1d20402e07949e92ad3d2ce809f,Claude Code · Opus 4.7,Claude Code,Opus 4.7,medium,50,Anthropic,40.480948302815264,complete,1.6798828591381119,anthropic,anthropic_claude-opus-4-7,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.062995607218,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
7370adbe8d1abc2dc2c0b4d7e158c95a,Claude Code · Opus 4.7,Claude Code,Opus 4.7,max,100,Anthropic,50.341430701122405,complete,5.632379174870202,anthropic,anthropic_claude-opus-4-7,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.211214219058,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
a2fd26aa83bc9f3cb60d3031483143e4,Claude Code · Opus 4.6,Claude Code,Opus 4.6,medium,50,Anthropic,46.4733742959549,partial,1.2777181349358966,anthropic,anthropic_claude-opus-4-6,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.04791443006,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
42d261a806e9a96a4769ed568662ad9c,Claude Code · Opus 5,Claude Code,Opus 5,max,100,Anthropic,65.5251281214741,complete,8.949660113613344,anthropic,anthropic_claude-hotteok-eap-rerun-2,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.33561225426,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
ea0254c474b2e8732fc10c03d4a48fc5,Claude Code · Opus 5,Claude Code,Opus 5,medium,50,Anthropic,61.9193752293952,complete,3.1436240575635903,anthropic,anthropic_claude-hotteok-eap,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.117885902159,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
8bfafe73ed9f5ba879a4d69c45f0a561,Claude Code · Opus 5,Claude Code,Opus 5,high,70,Anthropic,63.3730800659148,complete,3.7974520290226352,anthropic,anthropic_claude-hotteok-eap,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.142404451088,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
26d25771e569cecb6c0e71f01f9c9d52,Claude Code · Opus 5,Claude Code,Opus 5,low,30,Anthropic,56.79527147554554,complete,2.1784609327668933,anthropic,anthropic_claude-horchata-eap,20,include_subscription_api_equivalent_estimate,medium,https://claude.com/pricing,https://github.com/iteebz/ccmeter,Use the current standard Claude Max 20x allowance estimate for Anthropic models evaluated through Claude Code.,0.081692284979,subscription_api_equivalent_estimate,Claude Max 20x,200,weekly,26.666666666667,Anthropic
974cebe81f518efb3500cd5c3dec40db,Codex · GPT-5.6 Luna,Codex,GPT-5.6 Luna,medium,50,OpenAI,42.406924072639164,complete,0.47389570332294917,openai,openai_opal-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.006769938619,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
fff8003f7371e277c3d03ae35da2c6d8,Codex · GPT-5.6 Luna,Codex,GPT-5.6 Luna,non-reasoning,0,OpenAI,20.4214603657938,complete,0.35196185919003126,openai,openai_opal-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.00502802656,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
d9387ca3714ad21eedec54b43e642808,Codex · GPT-5.6 Luna,Codex,GPT-5.6 Luna,xhigh,90,OpenAI,54.67014667699793,complete,1.2563853698857719,openai,openai_opal-alpha,30,include_subscription_api_equivalent_estimate,medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget,Use the same dated 70x API-value estimate as the general-scenario Codex chart; this is not a provider-promised Token quota.,0.017948362427,subscription_api_equivalent_estimate,ChatGPT Pro 20x,200,weekly,70,OpenAI
035d914082b1b38784c0045e536b98b2,Cursor CLI · Opus 4.7,Cursor CLI,Opus 4.7,medium,50,Anthropic,45.35643673525487,complete,2.679868428478713,cursor,anthropic_claude-opus-4-7,40,include_subscription_official_api_value,high,https://docs.cursor.com/account/pricing,https://docs.cursor.com/account/pricing,Cursor officially guarantees $400/month of included Agent API usage on the $200/month Ultra plan. Unquantified bonus usage is excluded.,1.339934214239,subscription_official_api_value,Cursor Ultra,200,monthly,2,Cursor
bf97dfc3706094efa86346ab44148c24,Cursor CLI · Composer 2,Cursor CLI,Composer 2,default,20,Cursor,27.47482505547023,complete,0.04363878773584906,cursor,cursor_composer-2,40,include_subscription_official_api_value,high,https://docs.cursor.com/account/pricing,https://docs.cursor.com/account/pricing,Cursor officially guarantees $400/month of included Agent API usage on the $200/month Ultra plan. Unquantified bonus usage is excluded.,0.021819393868,subscription_official_api_value,Cursor Ultra,200,monthly,2,Cursor
f14654632db8da036e7b895826b153be,Cursor CLI · Composer 2.5,Cursor CLI,Composer 2.5,default,20,Cursor,38.19077223302173,complete,0.0822332840083074,cursor,cursor_composer-2-5,40,include_subscription_official_api_value,high,https://docs.cursor.com/account/pricing,https://docs.cursor.com/account/pricing,Cursor officially guarantees $400/month of included Agent API usage on the $200/month Ultra plan. Unquantified bonus usage is excluded.,0.041116642004,subscription_official_api_value,Cursor Ultra,200,monthly,2,Cursor
a3f42e327ef2fe1005a802b8ece1508c,Cursor CLI · GPT-5.4,Cursor CLI,GPT-5.4,medium,50,OpenAI,36.78955453149003,complete,1.5458576141690654,cursor,openai_gpt-5-4,40,include_subscription_official_api_value,high,https://docs.cursor.com/account/pricing,https://docs.cursor.com/account/pricing,Cursor officially guarantees $400/month of included Agent API usage on the $200/month Ultra plan. Unquantified bonus usage is excluded.,0.772928807085,subscription_official_api_value,Cursor Ultra,200,monthly,2,Cursor
fde29aa5fa95185453aeac4047640bb4,Cursor CLI · GPT-5.5,Cursor CLI,GPT-5.5,medium,50,OpenAI,46.0896706828765,complete,2.0149947633091063,cursor,openai_gpt-5-5-medium,40,include_subscription_official_api_value,high,https://docs.cursor.com/account/pricing,https://docs.cursor.com/account/pricing,Cursor officially guarantees $400/month of included Agent API usage on the $200/month Ultra plan. Unquantified bonus usage is excluded.,1.007497381655,subscription_official_api_value,Cursor Ultra,200,monthly,2,Cursor
2e32129453e700bab0595b30fe01080d,Opencode · Opus 4.7,Opencode,Opus 4.7,medium,50,Anthropic,49.95702851826177,complete,2.931244858904465,anthropic,anthropic_claude-opus-4-7,100,include_api_no_applicable_subscription,high,https://artificialanalysis.ai/agents/coding-agents,https://artificialanalysis.ai/methodology/coding-agents-benchmarking,"No applicable subscription exists for the evaluated agent/model access path, so retain the observed pay-per-token API task cost.",2.931244858904,api_no_applicable_subscription,API,,,1,anthropic
